년월,지점,평균기온(℃),최저기온(℃),최고기온(℃)
Mar-83,서울경기,5.5,0.8,10.7
Apr-83,서울경기,12.6,7.3,18.1
May-83,서울경기,17.5,12.4,22.9
Jun-83,서울경기,21.1,16.4,26.8
Jul-83,서울경기,23.2,20.7,26.5
Aug-83,서울경기,25.5,22.3,29.6
Sep-83,서울경기,21.5,17.9,25.8
Oct-83,서울경기,13.7,9.5,18.4
Nov-83,서울경기,6.1,1.8,11.2
Dec-83,서울경기,-1.6,-6.2,3
Jan-84,서울경기,-6.4,-10.7,-1.6
Feb-84,서울경기,-3.9,-8,1.1
Mar-84,서울경기,2.1,-2,6.7
Apr-84,서울경기,11.2,6.2,16.8
May-84,서울경기,17,12.2,22.8
Jun-84,서울경기,21.7,17.4,26.9
Jul-84,서울경기,24.6,21.4,28.7
Aug-84,서울경기,26,22.8,30.1
Sep-84,서울경기,19.7,15.6,24.7
Oct-84,서울경기,13.4,8.1,19.2
Nov-84,서울경기,7.7,3.2,12.7
Dec-84,서울경기,-1.1,-4.9,3.3
Jan-85,서울경기,-6.2,-11,-1.2
Feb-85,서울경기,-0.7,-4.5,3.9
Mar-85,서울경기,3.8,-0.5,8.8
Apr-85,서울경기,10.8,5.4,16.8
May-85,서울경기,17.3,12.4,22.7
Jun-85,서울경기,21.4,17.1,26.5
Jul-85,서울경기,24.9,21.7,28.6
Aug-85,서울경기,26.1,22.8,30.2
Sep-85,서울경기,20,16.8,23.9
Oct-85,서울경기,14.4,9.6,19.4
Nov-85,서울경기,5.7,1.6,9.8
Dec-85,서울경기,-3.5,-7.6,0.6
Jan-86,서울경기,-5.8,-10.1,-1.2
Feb-86,서울경기,-3.6,-8.1,0.7
Mar-86,서울경기,4.3,-0.4,9.8
Apr-86,서울경기,11.1,5.6,17
May-86,서울경기,16.2,11.3,21.7
Jun-86,서울경기,21.2,17.3,25.7
Jul-86,서울경기,23.1,20,26.7
Aug-86,서울경기,24,20.7,28.1
Sep-86,서울경기,19.4,15.2,24.4
Oct-86,서울경기,12.3,8,17.2
Nov-86,서울경기,5,0.6,9.7
Dec-86,서울경기,1.6,-2.2,5.5
Jan-87,서울경기,-3.2,-7.4,1.2
Feb-87,서울경기,-0.5,-4.5,3.9
Mar-87,서울경기,3.6,-0.6,8.2
Apr-87,서울경기,9.9,4.8,15.5
May-87,서울경기,16.1,11.1,21.5
Jun-87,서울경기,21.6,16.9,26.6
Jul-87,서울경기,23.2,20.6,26.6
Aug-87,서울경기,24.1,21.3,27.8
Sep-87,서울경기,19.5,14.9,24.8
Oct-87,서울경기,14.8,10,20.3
Nov-87,서울경기,7.1,2.6,11.9
Dec-87,서울경기,0.5,-3.6,5.1
Jan-88,서울경기,-2.3,-6.3,2
Feb-88,서울경기,-1.8,-6.2,3.3
Mar-88,서울경기,3.7,-0.9,8.5
Apr-88,서울경기,10.5,5.5,15.9
May-88,서울경기,17,12,22.5
Jun-88,서울경기,21.5,17.4,26.5
Jul-88,서울경기,24.1,21.3,27.5
Aug-88,서울경기,25.7,21.8,30.5
Sep-88,서울경기,20.7,15.9,26.3
Oct-88,서울경기,14.2,8.8,20.2
Nov-88,서울경기,5.1,0.2,10.6
Dec-88,서울경기,-0.1,-4.3,4.5
Jan-89,서울경기,0.3,-3,3.8
Feb-89,서울경기,1.8,-2.3,6.7
Mar-89,서울경기,5.5,1.2,10.2
Apr-89,서울경기,13.1,7.1,19.5
May-89,서울경기,17,12.2,22.6
Jun-89,서울경기,20.5,16.1,25.5
Jul-89,서울경기,24.1,20.9,28.2
Aug-89,서울경기,25.1,21.2,29.6
Sep-89,서울경기,20.2,16,25
Oct-89,서울경기,12.9,7.8,18.7
Nov-89,서울경기,6.7,2.8,11.3
Dec-89,서울경기,1.1,-2.8,5.3
Jan-90,서울경기,-3.4,-7.2,0.5
Feb-90,서울경기,2.1,-1.3,5.7
Mar-90,서울경기,6.6,2.7,10.9
Apr-90,서울경기,10.5,6.1,15.5
May-90,서울경기,15.5,11.7,20
Jun-90,서울경기,20.1,17.1,23.8
Jul-90,서울경기,24.5,21.9,27.9
Aug-90,서울경기,25.8,22.3,30.3
Sep-90,서울경기,20.7,16.6,25.5
Oct-90,서울경기,14.7,9.4,20.9
Nov-90,서울경기,9.7,5.2,14.4
Dec-90,서울경기,0.6,-3.3,4.9
Jan-91,서울경기,-2.8,-7,1.7
Feb-91,서울경기,-1.1,-5.2,3.1
Mar-91,서울경기,4.3,0.2,9.1
Apr-91,서울경기,11.9,6.5,18.2
May-91,서울경기,16.6,12,21.8
Jun-91,서울경기,21.5,17.6,26.3
Jul-91,서울경기,23.9,21.1,27.3
Aug-91,서울경기,24.9,21,29.5
Sep-91,서울경기,20.5,16.5,25.2
Oct-91,서울경기,13.4,8.1,19.3
Nov-91,서울경기,6,1.2,11
Dec-91,서울경기,1.8,-2,6
Jan-92,서울경기,-0.6,-4.2,3.4
Feb-92,서울경기,0.4,-3.9,5
Mar-92,서울경기,6.7,2.5,11.7
Apr-92,서울경기,11.1,6.1,16.7
May-92,서울경기,15.5,10.9,20.8
Jun-92,서울경기,19.8,15.4,24.9
Jul-92,서울경기,24.1,21.5,27.8
Aug-92,서울경기,24.5,21.1,28.7
Sep-92,서울경기,20.4,16.2,24.9
Oct-92,서울경기,13.5,8.8,18.8
Nov-92,서울경기,5.9,1.3,11.1
Dec-92,서울경기,1.2,-2.7,5.2
Jan-93,서울경기,-2.5,-6.4,1.9
Feb-93,서울경기,0.4,-3.8,5
Mar-93,서울경기,4.9,0.5,9.9
Apr-93,서울경기,9.6,5.2,14.7
May-93,서울경기,17,12.2,22.6
Jun-93,서울경기,20.3,16.8,24.8
Jul-93,서울경기,22.8,19.4,26.9
Aug-93,서울경기,22.8,19.5,26.9
Sep-93,서울경기,20.7,16.1,25.9
Oct-93,서울경기,12.9,7.2,18.9
Nov-93,서울경기,8.2,4.5,12.3
Dec-93,서울경기,-0.3,-4.4,3.9
Jan-94,서울경기,-1.4,-5.7,3
Feb-94,서울경기,0.1,-4.4,5.4
Mar-94,서울경기,3.5,-1.1,8.4
Apr-94,서울경기,13.8,8.1,20.2
May-94,서울경기,17,12.4,22.1
Jun-94,서울경기,21.5,16.9,26.8
Jul-94,서울경기,27.7,24.5,31.7
Aug-94,서울경기,27.1,23.6,31.3
Sep-94,서울경기,20.7,15.9,25.7
Oct-94,서울경기,14.9,10.4,20.1
Nov-94,서울경기,8.8,4.2,13.5
Dec-94,서울경기,1,-3.2,5.1
Jan-95,서울경기,-2.2,-6.5,2.1
Feb-95,서울경기,0.5,-4.4,5.9
Mar-95,서울경기,5.5,1.3,10.1
Apr-95,서울경기,10.3,5.4,15.9
May-95,서울경기,16.1,11,21.2
Jun-95,서울경기,20.8,16.9,25.7
Jul-95,서울경기,24.1,21,27.5
Aug-95,서울경기,25.8,23.1,29.2
Sep-95,서울경기,19.7,15.2,24.6
Oct-95,서울경기,15.1,9.8,20.6
Nov-95,서울경기,6.1,1,11.7
Dec-95,서울경기,-1.2,-5.3,3.3
Jan-96,서울경기,-2.4,-6.6,2.5
Feb-96,서울경기,-1.9,-6.5,3.1
Mar-96,서울경기,4.4,0,9.1
Apr-96,서울경기,9.4,4.8,14.3
May-96,서울경기,17,11.7,22.9
Jun-96,서울경기,21.4,18.1,25.8
Jul-96,서울경기,24,20.6,28.2
Aug-96,서울경기,25.7,22.3,30.2
Sep-96,서울경기,21.4,16.6,27.2
Oct-96,서울경기,14.2,9.1,19.7
Nov-96,서울경기,5.9,1.7,10.6
Dec-96,서울경기,1.3,-3.3,6.2
Jan-97,서울경기,-3.6,-8,1.4
Feb-97,서울경기,0,-4.9,5.6
Mar-97,서울경기,5.9,1.2,11.3
Apr-97,서울경기,11.7,6.8,17.4
May-97,서울경기,16.3,12.1,21.1
Jun-97,서울경기,22.3,17.9,27.5
Jul-97,서울경기,25.3,22.1,29.5
Aug-97,서울경기,26.2,22.6,30.7
Sep-97,서울경기,19.8,15.2,25.3
Oct-97,서울경기,13,7.4,18.9
Nov-97,서울경기,8.2,3.7,13.6
Dec-97,서울경기,1.4,-2.6,6
Jan-98,서울경기,-1.5,-5.5,3.1
Feb-98,서울경기,2.7,-1.8,7.7
Mar-98,서울경기,6.4,1.7,11.9
Apr-98,서울경기,14.4,10,20
May-98,서울경기,17.9,13.1,23.5
Jun-98,서울경기,20.9,17.1,25.5
Jul-98,서울경기,24.4,21.3,28.3
Aug-98,서울경기,24.8,21.8,28.8
Sep-98,서울경기,22.4,18.2,27.5
Oct-98,서울경기,16.5,11.9,21.9
Nov-98,서울경기,6.9,2.4,12.2
Dec-98,서울경기,1.6,-3,6.8
Jan-99,서울경기,-1.2,-5.6,3.6
Feb-99,서울경기,0.2,-4,4.9
Mar-99,서울경기,5.8,0.6,11.2
Apr-99,서울경기,12.6,7.5,18.5
May-99,서울경기,16.3,11.6,21.7
Jun-99,서울경기,21.8,17.5,27
Jul-99,서울경기,25,21.6,29.2
Aug-99,서울경기,25.4,21.9,29.9
Sep-99,서울경기,22.3,18.8,26.7
Oct-99,서울경기,13.7,9.4,18.8
Nov-99,서울경기,7.4,3.1,12.5
Dec-99,서울경기,0.1,-4.1,4.5
Jan-00,서울경기,-2.3,-6.1,1.6
Feb-00,서울경기,-2,-6.3,2.4
Mar-00,서울경기,5.5,0.7,10.9
Apr-00,서울경기,11.2,6.4,16.4
May-00,서울경기,16.6,12.3,21.7
Jun-00,서울경기,22.5,18.4,27.8
Jul-00,서울경기,26,22.7,30.4
Aug-00,서울경기,25.8,22.8,29.8
Sep-00,서울경기,20.4,16.8,24.7
Oct-00,서울경기,14.4,9.8,19.4
Nov-00,서울경기,6.4,1.8,11.3
Dec-00,서울경기,0.5,-3.8,5
Jan-01,서울경기,-4.5,-8.7,-0.4
Feb-01,서울경기,-0.9,-4.8,3.5
Mar-01,서울경기,4.3,0.1,9.2
Apr-01,서울경기,12.3,7.1,18.3
May-01,서울경기,17.9,13.5,23.5
Jun-01,서울경기,21.7,18.3,26.3
Jul-01,서울경기,25.2,22.4,29.2
Aug-01,서울경기,25.9,22.1,30.5
Sep-01,서울경기,21.9,17.1,27.5
Oct-01,서울경기,16,11.6,21.1
Nov-01,서울경기,6.6,2.1,11.6
Dec-01,서울경기,-0.9,-4.9,3.5
Jan-02,서울경기,-0.2,-3.8,3.8
Feb-02,서울경기,1.7,-2.6,6.6
Mar-02,서울경기,6.8,2.3,12
Apr-02,서울경기,12.9,7.9,18.3
May-02,서울경기,16.9,12.2,22.5
Jun-02,서울경기,21.1,16.7,26.4
Jul-02,서울경기,24.6,21.5,28.6
Aug-02,서울경기,23.7,20.9,27.4
Sep-02,서울경기,21,16.9,26
Oct-02,서울경기,12.3,7.7,17.6
Nov-02,서울경기,3.5,-0.9,7.9
Dec-02,서울경기,1,-3,5.2
Jan-03,서울경기,-3.2,-7.1,1
Feb-03,서울경기,1.7,-2.3,6.2
Mar-03,서울경기,5.6,1.3,10.2
Apr-03,서울경기,12.3,7.8,17.4
May-03,서울경기,18.4,13.2,24.3
Jun-03,서울경기,20.7,17.2,25.1
Jul-03,서울경기,23.3,20.2,27.4
Aug-03,서울경기,23.7,20.7,27.4
Sep-03,서울경기,20.6,17,25.1
Oct-03,서울경기,13.8,9,19.3
Nov-03,서울경기,9,5,13.5
Dec-03,서울경기,0.4,-3.6,4.6
Jan-04,서울경기,-2.1,-6,2.3
Feb-04,서울경기,1.8,-2.6,6.8
Mar-04,서울경기,5.5,0.7,10.8
Apr-04,서울경기,12,7,17.7
May-04,서울경기,16.5,12.5,21.4
Jun-04,서울경기,22,17.9,27.1
Jul-04,서울경기,24,21.5,27.3
Aug-04,서울경기,25.5,22.1,30
Sep-04,서울경기,21.2,17,26.3
Oct-04,서울경기,14.6,9.2,20.8
Nov-04,서울경기,8.7,4.3,13.7
Dec-04,서울경기,1.7,-2.4,6.4
Jan-05,서울경기,-2.5,-6.7,2.4
Feb-05,서울경기,-1.8,-6,2.9
Mar-05,서울경기,4,-0.4,9.2
Apr-05,서울경기,12.4,7.5,18
May-05,서울경기,17,11.9,23
Jun-05,서울경기,21.8,18.3,26.6
Jul-05,서울경기,24.7,22,28.6
Aug-05,서울경기,24.8,22,28.7
Sep-05,서울경기,21.5,18,26.1
Oct-05,서울경기,14.3,9.7,19.8
Nov-05,서울경기,8.2,3.6,13.1
Dec-05,서울경기,-4,-8,0.2
Jan-06,서울경기,-0.7,-4.3,3.5
Feb-06,서울경기,-0.3,-4.6,4.2
Mar-06,서울경기,4.7,0.2,9.7
Apr-06,서울경기,11,6.9,15.7
May-06,서울경기,17.5,13.1,22.7
Jun-06,서울경기,20.8,17.2,25.4
Jul-06,서울경기,22.8,20.5,25.9
Aug-06,서울경기,26.6,23.3,30.9
Sep-06,서울경기,20.8,16.4,25.7
Oct-06,서울경기,17.4,13.1,22.6
Nov-06,서울경기,8.4,4.1,12.7
Dec-06,서울경기,1.2,-2.7,5.6
Jan-07,서울경기,0,-3.9,4.3
Feb-07,서울경기,3.4,-1,8.5
Mar-07,서울경기,5.8,1.6,10.2
Apr-07,서울경기,10.8,6.7,15.5
May-07,서울경기,17.1,12.7,22.1
Jun-07,서울경기,22.2,18.2,26.7
Jul-07,서울경기,23.5,20.7,27.1
Aug-07,서울경기,25.8,23.2,29.2
Sep-07,서울경기,21.3,18.2,24.9
Oct-07,서울경기,14.7,10.7,19.6
Nov-07,서울경기,6.4,2,11.4
Dec-07,서울경기,1.7,-2,5.8
Jan-08,서울경기,-1.9,-5.8,2
Feb-08,서울경기,-1.3,-5.8,3.2
Mar-08,서울경기,6.8,2.8,11.7
Apr-08,서울경기,13.2,8.1,18.9
May-08,서울경기,16.9,12.4,22
Jun-08,서울경기,21,17.2,25.7
Jul-08,서울경기,24.7,22.1,28
Aug-08,서울경기,25,21.5,29.3
Sep-08,서울경기,21.7,17.6,26.7
Oct-08,서울경기,15.9,11.6,21
Nov-08,서울경기,7.5,3.1,12.2
Dec-08,서울경기,1.1,-3.1,5.4
Jan-09,서울경기,-2.2,-6.5,2.6
Feb-09,서울경기,2.5,-1.7,6.9
Mar-09,서울경기,5.8,1.1,10.6
Apr-09,서울경기,11.7,6.9,17.1
May-09,서울경기,17.9,13.4,23.1
Jun-09,서울경기,21.4,17.6,25.8
Jul-09,서울경기,23.7,20.4,27.7
Aug-09,서울경기,25.2,21.7,29.2
Sep-09,서울경기,21.2,16.9,26
Oct-09,서울경기,15.6,11,20.9
Nov-09,서울경기,6.8,3.2,10.6
Dec-09,서울경기,-0.9,-4.6,3
Jan-10,서울경기,-4.5,-8.8,-0.1
Feb-10,서울경기,1.1,-2.6,5.1
Mar-10,서울경기,4.4,0.4,8.4
Apr-10,서울경기,9.2,5.1,13.8
May-10,서울경기,16.5,12.3,21.3
Jun-10,서울경기,22.5,18.3,27.3
Jul-10,서울경기,25.3,22.7,28.8
Aug-10,서울경기,26.3,23.6,29.8
Sep-10,서울경기,21.8,18.4,26
Oct-10,서울경기,14.3,9.8,19.4
Nov-10,서울경기,6.5,2,11.5
Dec-10,서울경기,-0.9,-5.3,3.7
Jan-11,서울경기,-7,-11.3,-2.8
Feb-11,서울경기,0.6,-3.7,5.7
Mar-11,서울경기,3.6,-0.5,8.4
Apr-11,서울경기,10,5.7,14.9
May-11,서울경기,16.8,12.3,21.9
Jun-11,서울경기,20.7,17.1,25.3
Jul-11,서울경기,24.4,21.7,27.7
Aug-11,서울경기,25.4,22.7,29.1
Sep-11,서울경기,21.4,17.4,26.1
Oct-11,서울경기,14,9.2,19.1
Nov-11,서울경기,10.8,7,14.8
Dec-11,서울경기,-0.7,-4.4,3.2
Jan-12,서울경기,-2.9,-7.1,1.6
Feb-12,서울경기,-2.1,-6.6,3.1
Mar-12,서울경기,4.8,1,9.2
Apr-12,서울경기,11.7,7,17.2
May-12,서울경기,18.5,14,24
Jun-12,서울경기,23.1,18.9,28.5
Jul-12,서울경기,24.8,22,28.4
Aug-12,서울경기,26.7,23.5,30.4
Sep-12,서울경기,20.6,16.9,24.8
Oct-12,서울경기,14.9,10.2,20.2
Nov-12,서울경기,5.5,1.4,9.6
Dec-12,서울경기,-4.3,-8.1,-0.3
Jan-13,서울경기,-3.6,-7.6,0.5
Feb-13,서울경기,-1.6,-5.7,2.6
Mar-13,서울경기,4.3,-0.4,9.8
Apr-13,서울경기,9.3,4.8,14.2
May-13,서울경기,16.8,12.2,22.1
Jun-13,서울경기,23,19,27.7
Jul-13,서울경기,24.8,22.7,27.7
Aug-13,서울경기,27,23.9,30.8
Sep-13,서울경기,21.3,17.5,25.7
Oct-13,서울경기,15.4,10.5,20.8
Nov-13,서울경기,6.1,1.7,10.7
Dec-13,서울경기,-0.3,-4.1,3.7
Jan-14,서울경기,-0.8,-5.4,3.5
Feb-14,서울경기,1.4,-2.5,6.1
Mar-14,서울경기,7.2,2.6,12.4
Apr-14,서울경기,12.8,8.2,18.4
May-14,서울경기,17.6,12.7,23.6
Jun-14,서울경기,22.3,18.9,26.8
Jul-14,서울경기,25.2,22,29.6
Aug-14,서울경기,24.6,21.5,28.4
Sep-14,서울경기,21.6,17.4,26.4
Oct-14,서울경기,15.2,10.3,20.8
Nov-14,서울경기,8.6,4.2,13.3
Dec-14,서울경기,-2.6,-6.6,1.7
Jan-15,서울경기,-1.1,-5,3.3
Feb-15,서울경기,0.9,-3.1,5.6
Mar-15,서울경기,5.6,0.2,11.4
Apr-15,서울경기,12.7,7.8,18
May-15,서울경기,17.6,12.4,23.4
Jun-15,서울경기,22.4,18,27.8
Jul-15,서울경기,25,21.8,29.1
Aug-15,서울경기,25.8,22.4,30.2
Sep-15,서울경기,21.9,17.1,27.3
Oct-15,서울경기,15.3,10.5,20.7
Nov-15,서울경기,9,5.8,12.6
Dec-15,서울경기,1.8,-2.1,6.2
Jan-16,서울경기,-2.8,-6.7,1.4
Feb-16,서울경기,0.4,-4.2,5.1
Mar-16,서울경기,6.5,1.8,11.9
Apr-16,서울경기,13.2,8.3,19.4
May-16,서울경기,18.6,13.5,24.5
Jun-16,서울경기,22.5,18.6,27.3
Jul-16,서울경기,25.5,22.6,29.1
Aug-16,서울경기,27.4,23.9,31.8
Sep-16,서울경기,22.5,18.7,27.2
Oct-16,서울경기,15.7,11.2,20.7
Nov-16,서울경기,6.9,2.6,11.5
Dec-16,서울경기,1.5,-2.6,6
Jan-17,서울경기,-1.6,-5.9,3.1
Feb-17,서울경기,-0.2,-4.7,4.6
Mar-17,서울경기,5.7,0.9,11.5
Apr-17,서울경기,12.9,8.1,18.5
May-17,서울경기,18.1,13.1,23.9
Jun-17,서울경기,22.1,17.8,27.3
Jul-17,서울경기,26.1,23.6,29.6
Aug-17,서울경기,25.3,22.3,29.1
Sep-17,서울경기,21.4,16.8,26.4
Oct-17,서울경기,15.5,10.7,21.1
Nov-17,서울경기,5.5,0.8,10.5
Dec-17,서울경기,-1.8,-6,2.4
Jan-18,서울경기,-4.1,-7.8,0.1
Feb-18,서울경기,-1.9,-6.6,3.1
Mar-18,서울경기,7.3,2.9,12.6
Apr-18,서울경기,12.1,7.3,17.6
May-18,서울경기,17.3,12.7,22.4
Jun-18,서울경기,21.9,17.8,27
Jul-18,서울경기,26.9,23.3,31.1
Aug-18,서울경기,28,24.5,32.4
Sep-18,서울경기,21.1,17,25.5
Oct-18,서울경기,12.9,8.2,18.3
Nov-18,서울경기,7.7,3.3,13
Dec-18,서울경기,-0.6,-4.9,4.1
Jan-19,서울경기,-1.1,-5.7,4
Feb-19,서울경기,0.7,-3.9,5.7
Mar-19,서울경기,6.4,1.7,11.9
Apr-19,서울경기,11.5,6.4,17
May-19,서울경기,18.1,12.5,24.2
Jun-19,서울경기,21.6,17.5,26.5
Jul-19,서울경기,25.3,22.1,29.2
Aug-19,서울경기,26.7,23.1,30.9
Sep-19,서울경기,22.2,18.5,26.5
Oct-19,서울경기,15.6,10.7,21.3
Nov-19,서울경기,7.1,2,12.9
Dec-19,서울경기,1.1,-3.2,5.4
Jan-20,서울경기,1.3,-2.6,5.9
Feb-20,서울경기,2.2,-2.2,7.1
Mar-20,서울경기,7.2,1.5,13.1
Apr-20,서울경기,10.6,5,16.4
May-20,서울경기,17.3,12.8,22.6
Jun-20,서울경기,22.8,18.6,27.9
Jul-20,서울경기,23.4,20.2,27.3
Aug-20,서울경기,26,23.7,29.3
Sep-20,서울경기,20.6,17,25.2
Oct-20,서울경기,13.5,8.2,19.4
Nov-20,서울경기,7.5,2.8,12.6
Dec-20,서울경기,-0.8,-5.1,4
Jan-21,서울경기,-2.8,-7.8,2.2
Feb-21,서울경기,2.1,-3.2,7.7
Mar-21,서울경기,8.1,2.9,14.1
Apr-21,서울경기,13.4,8,19
May-21,서울경기,16.3,11.7,21.5
Jun-21,서울경기,22,17.9,26.9
Jul-21,서울경기,27,23.3,31.5
Aug-21,서울경기,25.1,21.9,29.3
Sep-21,서울경기,21.9,18,26.6
Oct-21,서울경기,15,10.6,20.3
Nov-21,서울경기,,,
